Name,Description,Author,Comment,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: On any equipment use,Script: On any countdown reduce,Script: End Turn,Script: Before execute,Script: On Snap,Script: On Fury,Script: On Dodge
Constellation_upgraded,Amazingly mysterious|[80%][gray]May you find your purpose[]|,Trobby,Reusable stars,2,/* stolen from tennis! shouts to paul (who's paul?) */ if(simulation){ bonus(1000); }else{ var newThing = rand(loadtext(~diceydungeons/mysterybox~)) + ~+~; trace(newThing); var newEq = new elements.Equipment(newThing); newEq.x = e.x; newEq.y = e.y; newEq.temporary_thisturnonly = true; newEq.equippedby = self; newEq.resize(2); self.equipment.push(newEq); runscript(~ncrmod/snap~|[newEq|true|0|self|target]); sfx(~jester_snap~); target.textparticle(newThing+~!~); e.assigneddice[0].dicealpha = 0; e.show = false; e.ready = false; newEq.show = false; newEq.ready = false; },Steal,NORMAL,,YELLOW,,,,,-1,NO,NO,excludefromrandomlists|tarot|curseavoid,1,,,,,,,,,,,
Constellation_downgraded,Terribly mysterious|[80%][gray]May you find your purpose[]|,Trobby,Reusable stars,2,/* stolen from tennis! shouts to paul (who's paul?) */ if(simulation){ bonus(1000); }else{ var newThing = rand(loadtext(~diceydungeons/mysterybox~)); trace(newThing); var newEq = new elements.Equipment(newThing); newEq.downgrade(); newEq.x = e.x; newEq.y = e.y; newEq.temporary_thisturnonly = true; newEq.equippedby = self; newEq.resize(2); self.equipment.push(newEq); runscript(~ncrmod/snap~|[newEq|true|0|self|target]); sfx(~jester_snap~); target.textparticle(newThing+~!~); e.assigneddice[0].dicealpha = 0; e.show = false; },Steal,NORMAL,,YELLOW,,,,,-1,NO,NO,excludefromrandomlists|tarot|curseavoid,1,,,,,,,,,,,
Glue Gun,Deal [fire]<d6> damage|On 6[;] Lock [lock]1 dice|[gray](Reuseable),Trobby,Paper knight damage,2,attack(d | FIRE); bonus(100); if(d == 6) inflict(LOCK); if(d < 6) { sfxdamage(target|d); } else { sfxdamage(target|d); sfx(~_lock~|~~|0.2); bonus(1000); },Gluestick,MIN3,,PURPLE,,,,,3,NO,NO,,,,,,,,,,,,,
Papermancy,Combine first with part of|the other[;] return excess|[gray](Reusable),Trobby,Paper knight dicemanip (spanner + transporter),1,function min(a|b) {if (a >= b) return b; return a;}; var removeAmount = min(rand([1|2|3|4|5|6])|actualdice[1].basevalue); givedice(actualdice[0].basevalue+removeAmount|~combinedice~);if(actualdice[1].basevalue-removeAmount > 0) {givedice(actualdice[1].basevalue-removeAmount|~splitdice~);},Megabump,MAX4|MAX4,,GREEN,,,,,2,YES,NO,,,,,,,,,,delay(0.8);,,,
Scissormancy,Takes random part of a dice|Adds it to this dice|[gray](Reusable),Trobby,Paper knight unused dicemanip (for the player),1,function min(a|b) {if (a >= b) return b; return a;}; if(!simulation) { var dicelist = [];  if(self != null) { if(self.dicepool != null){ if(self.dicepool.length > 0) { for (mydice in self.dicepool){ if (mydice.available() && mydice.basevalue != 1){ dicelist.push(mydice); } } if(dicelist.length > 0) { shuffle(dicelist); var removeAmount = min(min(6-d|rand([1|2|3|4|5]))|dicelist[0]-1);dicelist[0].animatereroll(d-removeAmount| self.screenposition()); givedice(d+removeAmount); } else {givedice(d);}} } } } else { bonus(1000); },Megabump,MAX5,,GREEN,,,,,2,YES,NO,,,,,,,,,,,,,
Ipecac,Do [poison]1 damage for|every [poison]1 on yourself[;]|then remove all poison,Trobby,Player-intended ipecac. Haunted jar gets space ipecac now,1,attack(getstatusself(POISON)|POISON); sfxdamage(target|getstatusself(POISON)); removestatusself(POISON|ALL);,Stardust,COUNTDOWN,12,PURPLE,threequartercountdown,change_power,,,0,NO,NO,,1,,,,,,,,,,,
Ipecac_downgraded,Do [poison]1 damage for|every [poison]1 on yourself,Trobby,Player-intended ipecac. Haunted jar gets space ipecac now,1,attack(getstatusself(POISON)|POISON); sfxdamage(target|getstatusself(POISON));,Stardust,COUNTDOWN,12,PURPLE,threequartercountdown,change_power,,,0,NO,NO,,1,,,,,,,,,,,
Space Ipecac,Do [poison]1 damage for|every [poison]1 on yourself,Trobby,Haunted jar suicide strat,1,attack(getstatusself(POISON)|POISON); sfxdamage(target|getstatusself(POISON));,Stardust,COUNTDOWN,12,PURPLE,threequartercountdown,change_power,,,0,NO,NO,,1,,,,,,,,,,,
Space Ipecac_downgraded,Do [poison]1 damage for|every [poison]1 on yourself[;]|then remove all poison,Trobby,Haunted jar suicide strat,1,attack(getstatusself(POISON)|POISON); sfxdamage(target|getstatusself(POISON)); removestatusself(POISON|ALL);,Stardust,COUNTDOWN,12,PURPLE,threequartercountdown,change_power,,,0,NO,NO,,1,,,,,,,,,,,
This tastes funny,Receive [poison]<d6> poison|,Trobby,Haunted jar suicide strat,1,inflictself(POISON|d); sfx(~_poison~); bonus(100);,Poison Arrow,MAX3,,PURPLE,add1,complicate,,,-1,YES,NO,,1,,,,,,,,,,,
Sewage Slingshot,Inflict [poison]1 poison|Reroll the dice|[gray](Reuseable),Trobby,Taken from trollmod,1,if(simulation) {bonus(200);} else {inflict(POISON); givedice();},Poison Arrow,MAX5,,PURPLE,,,,,3,NO,NO,,,,,,,,,,,,,
Ancient Cheese,Deal [shock]1 damage|Return flipped dice|Flip another that isn't 6|[gray](Reuseable),Trobby,Taken from trollmod,2,if(!simulation) { attack(1|SHOCK); sfxdamage(target|1); givedice(7-d); var dicelist = [];  if(self != null) { if(self.dicepool != null){ if(self.dicepool.length > 0) { for (mydice in self.dicepool){ if (mydice.available() && mydice.basevalue != 6){ dicelist.push(mydice); } } if(dicelist.length > 0) { shuffle(dicelist); dicelist[0].animatereroll(7-dicelist[0].basevalue| self.screenposition()); } } } } } else { bonus(100); },Magic Dice,MAX3,,YELLOW,,,,,3,NO,NO,,,,,,,,,,,,,
Oh Shit!,Do [weaken]1 damage for|every [poison]1 on enemy,Trobby,Taken from trollmod,1,attack(getstatus(POISON)|WEAKEN); sfxdamage(target|getstatus(POISON));,Magic Dice,COUNTDOWN,10,ORANGE,,,,,0,NO,NO,,,,,,,,,,,,,
Stone Claws,Do [sword]2 damage|Unless 1[;] lock [lock]1 dice|[gray](Reusable),Trobby,Gargoyle,2,if(simulation){if(d!=1){bonus(10000);}else{bonus(200);}}else{attack(2); sfxdamage(target|2); if(d!=1){ inflict(LOCK); sfx(~_lock~); }},Confiscate,DOUBLES|DOUBLES,,GRAY,,,,,-1,NO,NO,,,,,,,,,,,,,
Rubble,Split dice into ones,Trobby,Gargoyle,1,if(simulation){ bonus(100);}else{givedice(split(d| 6| ~splitdice~));},Snake Eyes,MIN4,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Suicide King,A true ending...?,Trobby,Don't use it,1,pierceattack(999999);,Oh Shit!,NORMAL,,RED,,,,,0,NO,YES,destroy,,,,,,,,,trace(~SUICIDE KING ACTIVATED! Crashing in 11s~); var actuator = new motion.actuators.SimpleActuator(null|11.1|null); var s = new elements.Skill(~Against all odds_old~); s.script = ~ERROR109(MISSINGNO'M~; actuator.onComplete(s.execute|[self|target]); actuator.move();,,,
Dagger Charge,Bash with [shield]<myshield> shield|Lose half shield|(Reusable),Trobby,Super frog has a bigger shield this time,1,attack(getstatusself(SHIELD)|SHIELD); sfxdamage(target|getstatusself(SHIELD)); removestatusself(SHIELD|getstatusself(SHIELD)/2); sfx(~_shield~);,Barricade,NORMAL,,ORANGE,simplify,complicate,,,3,NO,NO,,,,,,,,,,,,,
Wand of Freeze,Do [ice]<d6> damage|Inflict [ice]1 freeze,Trobby,Wizard wand,1,attack(d|ICE); sfxdamage(target|d); inflict(ICE);,Refrigerator,NORMAL,,BRIGHTCYAN,add2,complicate,,,0,NO,NO,,,,,,,,,,,,,
Wand of Flame,Do [fire]<d6> damage|Inflict [fire]1 burn,Trobby,Wizard wand,1,attack(d|FIRE); sfxdamage(target|d); inflict(FIRE);,Hellfire,NORMAL,,RED,add2,complicate,,,0,NO,NO,,,,,,,,,,,,,
Wand of Poison,Do [poison]<half> damage|Inflict [poison]<half> poison,Trobby,Wizard wand,1,attack((d+1)/2|POISON); sfxdamage(target|d); inflict(POISON|(d+1)/2);,Poison Arrow,NORMAL,,PURPLE,add1,complicate,,,0,NO,NO,,,,,,,,,,,,,
Wand of Thunder,Do [shock]<d6> damage|Inflict [shock]1 shock,Trobby,Wizard wand,1,attack(d|SHOCK); sfxdamage(target|d); inflict(SHOCK);,Jackhammer,NORMAL,,YELLOW,add2,complicate,,,0,NO,NO,,,,,,,,,,,,,
Wand of Earth,Do [sword]<d6> damage|Inflict [weaken]1 weaken,Trobby,Wizard wand,1,attack(d|WEAKEN); sfxdamage(target|d); inflict(WEAKEN);,Dial Up Sounds,NORMAL,,YELLOW,add2,complicate,,,0,NO,NO,,,,,,,,,,,,,
Wand of Mirrors,Gain a dice for this fight,Trobby,Wizard wand,1,bonus(7000); self.extradice++; sfx(~magic_gaindice~),Infinity Mirror,NORMAL,,PURPLE,change_power,complicate,,,0,YES,NO,,,,,,,,,,,,,
Wand of Mirrors_upgraded,Gain +2 dice for this fight,Trobby,Wizard wand,1,bonus(9000); self.extradice+=2; sfx(~magic_gaindice~),Infinity Mirror,NORMAL,,PURPLE,,,,,0,YES,NO,,,,,,,,,,,,,
Prick,Gain [thorns]1 thorn[;]|get a new dice,Trobby,Cactus is weak rat king now,1,inflictself(THORNS); sfx(~_thorns~|~~|0.2); givedice();,Mumble,COUNTDOWN,5,GREEN,change_power,complicate,,,0,YES,NO,,1,,,,,,,,,,,givedice();
Prick_upgraded,Gain [thorns]1 thorn[;]|get a new dice|[gray](Reusable),Trobby,Cactus is weak rat king now,1,inflictself(THORNS); sfx(~_thorns~|~~|0.2); givedice();,Mumble,COUNTDOWN,5,GREEN,,,,,2,YES,NO,,1,,,,,,,,,,,givedice();
Prick_downgraded,Gain [thorns]1 thorn[;],Trobby,Cactus is weak rat king now,1,inflictself(THORNS); sfx(~_thorns~|~~|0.2);,Mumble,COUNTDOWN,5,GREEN,,,,,0,YES,NO,,1,,,,,,,,,,,
Rosepetal Buckler,Mysterious shield|Add [shield]??? shield,Trobby,Rose small shield,1,var s = 0; for(d in actualdice){ if(d.basevalue == 3 # d.basevalue == 5) {s += d.basevalue - 1;} } if(s > 0) { inflictself(SHIELD| s); sfx(~_shield~); bonus(200);},Protection,NORMAL,,ORANGE,change_power,complicate,,,0,YES,NO,,1,,,,,,,,,,,
Rosepetal Buckler_upgraded,Mysterious shield|Add [shield]??? shield|,Trobby,Rose small shield,1,var s = 0; for(d in actualdice){ if(d.basevalue == 3 # d.basevalue == 5) {s += d.basevalue - 1;} } if(s > 0) { inflictself(SHIELD| s); sfx(~_shield~); bonus(200);},Protection,NORMAL,,ORANGE,,,,,2,YES,NO,,1,,,,,,,,,,,
Sledgeshovel,Do [weaken]8 damage[;]|[weaken]Weakens enemy,dummy,ok but wouldn't this be a good alt?,2,attack(8|WEAKEN);sfx(~_weaken~|~~|0.2);sfxdamage(target|8);,Mumble,COUNTDOWN,10,ORANGE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Sledgeshovel_upgraded,Do [weaken]10 damage[;]|[weaken]Weakens enemy,dummy,ok but wouldn't this be a good alt?,2,attack(10|WEAKEN);sfx(~_weaken~|~~|0.2);sfxdamage(target|10);,Mumble,COUNTDOWN,10,ORANGE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Sledgeshovel_downgraded,Do [weaken]4 damage[;]|[weaken]Weakens enemy,dummy,ok but wouldn't this be a good alt?,2,attack(4|WEAKEN);sfx(~_weaken~|~~|0.2);sfxdamage(target|4);,Mumble,COUNTDOWN,10,ORANGE,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Pandora's Box,Release a great evil,dummy,used for mimic's alt,1,giveequipment(~The ~ + rand([~Curse~|~Wind~|~Shadow~|~Cold~|~Ashes~|~Storm~])| true);,Reversal,NORMAL,,PINK,change_power,noeffect,,,0,YES,NO,excludefromrandomlists|cannotreuse,,,,,,,,,delay(1.0);,,e.preventdefault = true; e.maintainfury = true;,
Pandora's Box_upgraded,Release a greater evil,dummy,used for mimic's alt,1,giveequipment(~The ~ + rand([~Curse~|~Wind~|~Shadow~|~Cold~|~Ashes~|~Storm~]) + ~+~| true);,Reversal,NORMAL,,PINK,change_power,noeffect,,,0,YES,NO,excludefromrandomlists|cannotreuse,,,,,,,,,delay(1.0);,,e.preventdefault = true; e.maintainfury = true;,
Plasma Cannonball@1,Do [sword]4[;] disable this|until you use everything,dummy,aaaaaaamod witch ep 2 reference,1,attack(4);sfx(~_plasma~);sfxdamage(target|4);if(!simulation){e.availablethisturn = false;e.availablenextturn = false;e.unavailabletext = e.displayname + e.namemodifier;e.unavailabledetails = [~Use everything to enable~];var disableq = [];for(eq in self.equipment) if(eq.displayname == ~Plasma Cannonball~ && eq.availablethisturn == false && eq.unavailabledetails[0] == ~Use everything to enable~ && eq != e) disableq.push(eq);if(disableq.length >= 5) for(eq in disableq){eq.availablethisturn = true;eq.availablenextturn = true;eq.animate(~flash~);delay(1.0);}},Plasma Gun,REQUIRE1,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Plasma Cannonball@1_upgraded,Do [sword]5[;] disable this|until you use everything,dummy,aaaaaaamod witch ep 2 reference,1,attack(5);sfx(~_plasma~);sfxdamage(target|5);if(!simulation){e.availablethisturn = false;e.availablenextturn = false;e.unavailabletext = e.displayname + e.namemodifier;e.unavailabledetails = [~Use everything to enable~];var disableq = [];for(eq in self.equipment) if(eq.displayname == ~Plasma Cannonball~ && eq.availablethisturn == false && eq.unavailabledetails[0] == ~Use everything to enable~ && eq != e) disableq.push(eq);if(disableq.length >= 5) for(eq in disableq){eq.availablethisturn = true;eq.availablenextturn = true;eq.animate(~flash~);delay(1.0);}},Plasma Gun,REQUIRE1,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Plasma Cannonball@1_downgraded,Do [sword]2[;] disable this|until you use everything,dummy,aaaaaaamod witch ep 2 reference,1,attack(2);sfx(~_plasma~);sfxdamage(target|2);if(!simulation){e.availablethisturn = false;e.availablenextturn = false;e.unavailabletext = e.displayname + e.namemodifier;e.unavailabledetails = [~Use everything to enable~];var disableq = [];for(eq in self.equipment) if(eq.displayname == ~Plasma Cannonball~ && eq.availablethisturn == false && eq.unavailabledetails[0] == ~Use everything to enable~ && eq != e) disableq.push(eq);if(disableq.length >= 5) for(eq in disableq){eq.availablethisturn = true;eq.availablenextturn = true;eq.animate(~flash~);delay(1.0);}},Plasma Gun,REQUIRE1,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Plasma Cannonball@2,Do [sword]4[;] disable this|until you use everything,dummy,aaaaaaamod witch ep 2 reference,1,attack(4);sfx(~_plasma~);sfxdamage(target|4);if(!simulation){e.availablethisturn = false;e.availablenextturn = false;e.unavailabletext = e.displayname + e.namemodifier;e.unavailabledetails = [~Use everything to enable~];var disableq = [];for(eq in self.equipment) if(eq.displayname == ~Plasma Cannonball~ && eq.availablethisturn == false && eq.unavailabledetails[0] == ~Use everything to enable~ && eq != e) disableq.push(eq);if(disableq.length >= 5) for(eq in disableq){eq.availablethisturn = true;eq.availablenextturn = true;eq.animate(~flash~);delay(1.0);}},Plasma Gun,REQUIRE2,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Plasma Cannonball@2_upgraded,Do [sword]5[;] disable this|until you use everything,dummy,aaaaaaamod witch ep 2 reference,1,attack(5);sfx(~_plasma~);sfxdamage(target|5);if(!simulation){e.availablethisturn = false;e.availablenextturn = false;e.unavailabletext = e.displayname + e.namemodifier;e.unavailabledetails = [~Use everything to enable~];var disableq = [];for(eq in self.equipment) if(eq.displayname == ~Plasma Cannonball~ && eq.availablethisturn == false && eq.unavailabledetails[0] == ~Use everything to enable~ && eq != e) disableq.push(eq);if(disableq.length >= 5) for(eq in disableq){eq.availablethisturn = true;eq.availablenextturn = true;eq.animate(~flash~);delay(1.0);}},Plasma Gun,REQUIRE2,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Plasma Cannonball@2_downgraded,Do [sword]2[;] disable this|until you use everything,dummy,aaaaaaamod witch ep 2 reference,1,attack(2);sfx(~_plasma~);sfxdamage(target|2);if(!simulation){e.availablethisturn = false;e.availablenextturn = false;e.unavailabletext = e.displayname + e.namemodifier;e.unavailabledetails = [~Use everything to enable~];var disableq = [];for(eq in self.equipment) if(eq.displayname == ~Plasma Cannonball~ && eq.availablethisturn == false && eq.unavailabledetails[0] == ~Use everything to enable~ && eq != e) disableq.push(eq);if(disableq.length >= 5) for(eq in disableq){eq.availablethisturn = true;eq.availablenextturn = true;eq.animate(~flash~);delay(1.0);}},Plasma Gun,REQUIRE2,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Plasma Cannonball@3,Do [sword]4[;] disable this|until you use everything,dummy,aaaaaaamod witch ep 2 reference,1,attack(4);sfx(~_plasma~);sfxdamage(target|4);if(!simulation){e.availablethisturn = false;e.availablenextturn = false;e.unavailabletext = e.displayname + e.namemodifier;e.unavailabledetails = [~Use everything to enable~];var disableq = [];for(eq in self.equipment) if(eq.displayname == ~Plasma Cannonball~ && eq.availablethisturn == false && eq.unavailabledetails[0] == ~Use everything to enable~ && eq != e) disableq.push(eq);if(disableq.length >= 5) for(eq in disableq){eq.availablethisturn = true;eq.availablenextturn = true;eq.animate(~flash~);delay(1.0);}},Plasma Gun,REQUIRE3,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Plasma Cannonball@3_upgraded,Do [sword]5[;] disable this|until you use everything,dummy,aaaaaaamod witch ep 2 reference,1,attack(5);sfx(~_plasma~);sfxdamage(target|5);if(!simulation){e.availablethisturn = false;e.availablenextturn = false;e.unavailabletext = e.displayname + e.namemodifier;e.unavailabledetails = [~Use everything to enable~];var disableq = [];for(eq in self.equipment) if(eq.displayname == ~Plasma Cannonball~ && eq.availablethisturn == false && eq.unavailabledetails[0] == ~Use everything to enable~ && eq != e) disableq.push(eq);if(disableq.length >= 5) for(eq in disableq){eq.availablethisturn = true;eq.availablenextturn = true;eq.animate(~flash~);delay(1.0);}},Plasma Gun,REQUIRE3,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Plasma Cannonball@3_downgraded,Do [sword]2[;] disable this|until you use everything,dummy,aaaaaaamod witch ep 2 reference,1,attack(2);sfx(~_plasma~);sfxdamage(target|2);if(!simulation){e.availablethisturn = false;e.availablenextturn = false;e.unavailabletext = e.displayname + e.namemodifier;e.unavailabledetails = [~Use everything to enable~];var disableq = [];for(eq in self.equipment) if(eq.displayname == ~Plasma Cannonball~ && eq.availablethisturn == false && eq.unavailabledetails[0] == ~Use everything to enable~ && eq != e) disableq.push(eq);if(disableq.length >= 5) for(eq in disableq){eq.availablethisturn = true;eq.availablenextturn = true;eq.animate(~flash~);delay(1.0);}},Plasma Gun,REQUIRE3,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Plasma Cannonball@4,Do [sword]4[;] disable this|until you use everything,dummy,aaaaaaamod witch ep 2 reference,1,attack(4);sfx(~_plasma~);sfxdamage(target|4);if(!simulation){e.availablethisturn = false;e.availablenextturn = false;e.unavailabletext = e.displayname + e.namemodifier;e.unavailabledetails = [~Use everything to enable~];var disableq = [];for(eq in self.equipment) if(eq.displayname == ~Plasma Cannonball~ && eq.availablethisturn == false && eq.unavailabledetails[0] == ~Use everything to enable~ && eq != e) disableq.push(eq);if(disableq.length >= 5) for(eq in disableq){eq.availablethisturn = true;eq.availablenextturn = true;eq.animate(~flash~);delay(1.0);}},Plasma Gun,REQUIRE4,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Plasma Cannonball@4_upgraded,Do [sword]5[;] disable this|until you use everything,dummy,aaaaaaamod witch ep 2 reference,1,attack(5);sfx(~_plasma~);sfxdamage(target|5);if(!simulation){e.availablethisturn = false;e.availablenextturn = false;e.unavailabletext = e.displayname + e.namemodifier;e.unavailabledetails = [~Use everything to enable~];var disableq = [];for(eq in self.equipment) if(eq.displayname == ~Plasma Cannonball~ && eq.availablethisturn == false && eq.unavailabledetails[0] == ~Use everything to enable~ && eq != e) disableq.push(eq);if(disableq.length >= 5) for(eq in disableq){eq.availablethisturn = true;eq.availablenextturn = true;eq.animate(~flash~);delay(1.0);}},Plasma Gun,REQUIRE4,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Plasma Cannonball@4_downgraded,Do [sword]2[;] disable this|until you use everything,dummy,aaaaaaamod witch ep 2 reference,1,attack(2);sfx(~_plasma~);sfxdamage(target|2);if(!simulation){e.availablethisturn = false;e.availablenextturn = false;e.unavailabletext = e.displayname + e.namemodifier;e.unavailabledetails = [~Use everything to enable~];var disableq = [];for(eq in self.equipment) if(eq.displayname == ~Plasma Cannonball~ && eq.availablethisturn == false && eq.unavailabledetails[0] == ~Use everything to enable~ && eq != e) disableq.push(eq);if(disableq.length >= 5) for(eq in disableq){eq.availablethisturn = true;eq.availablenextturn = true;eq.animate(~flash~);delay(1.0);}},Plasma Gun,REQUIRE4,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Plasma Cannonball@5,Do [sword]4[;] disable this|until you use everything,dummy,aaaaaaamod witch ep 2 reference,1,attack(4);sfx(~_plasma~);sfxdamage(target|4);if(!simulation){e.availablethisturn = false;e.availablenextturn = false;e.unavailabletext = e.displayname + e.namemodifier;e.unavailabledetails = [~Use everything to enable~];var disableq = [];for(eq in self.equipment) if(eq.displayname == ~Plasma Cannonball~ && eq.availablethisturn == false && eq.unavailabledetails[0] == ~Use everything to enable~ && eq != e) disableq.push(eq);if(disableq.length >= 5) for(eq in disableq){eq.availablethisturn = true;eq.availablenextturn = true;eq.animate(~flash~);delay(1.0);}},Plasma Gun,REQUIRE5,,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
